연번,구별,해당동,경로당 명칭,소재지,부지(㎡),건물(㎡),남성등록회원수,여성등록회원수,전화번호,비 고
557,유성구,온천1동,자이아파트경로당,계룡로 55번길,99.71,100,17,27,826-6990,
558,유성구,온천1동,구암2통경로당,계룡로52번길 77,67.5,68,17,26,823-3547,
559,유성구,온천1동,구암4통경로당,월드컵대로 275번길 48,112.79,113,19,27,822-8292,
560,유성구,온천1동,구암6통경로당,박산로140번길 65(구암동),206.06,103,14,14,822-4388,
561,유성구,온천1동,구암7통경로당,박산로46번길 40(구암동) ,50,50,5,18,823-8529,
562,유성구,온천1동,구암8통경로당,현충원로 392(구암동),133.33,93,20,26,822-1418,
563,유성구,온천1동,구암9통경로당,현충원로 451-1(구암동),174.09,103,16,28,823-4374,
564,유성구,온천1동,구암11.15통경로당,계룡로16번길 83,136.23,136,21,31,822-1517,
565,유성구,온천1동,구암13통경로당,유성대로626번길 20,176.26,176,9,32,822-4974,
566,유성구,온천1동,창리경로당,유성대로694번길 23-1(구암동),156.54,123,42,31,824-3338,
567,유성구,온천1동,복용1통경로당,진잠옛로265번길 33(복용동),96.3,24,9,17,822-3870,
568,유성구,온천1동,복용2통경로당,복용동로 87(복용동) ,59.49,53,14,21,822-0916,
569,유성구,온천1동,화산경로당,수통골로 55번길 188(덕명동),128.16,128,13,19,823-7998,
570,유성구,온천1동,초롱마을(아)경로당,월드컵대로253번길 37(구암동),85.59,86,7,17,822-3670,
571,유성구,온천1동,우성햇살(아)경로당,계룡로60번길 86(구암동),67.23,67,14,20,825-2832,
572,유성구,온천1동,운암네오미아경로당,"박산로 63(덕명동, 운암네오미아)",128.21,128,17,12,826-7844,
573,유성구,온천1동,덕명하우스토리경로당,"박산로 26(덕명동, 덕명하우스토리) ",81.1,81,20,22,824-1882,
574,유성구,온천1동,세움펠리피아(아)경로당,"계룡로52번길 11(봉명동, 세움펠리피아)",53.3537,53,11,12,824-1887,
575,유성구,온천2동,장대경로당,"유성대로758번길 28(장대동, 장터어린이공원)",112.79,113,37,28,"823-1027,825-0708",
576,유성구,온천2동,"장대5,6,7통경로당","유성대로741번길 2(장대동, 동잠어린이공원)",105,105,24,35,823-5081,
577,유성구,온천2동,장대8통경로당,현충원로 519-4(장대동),188.15,38,18,25,822-9262,
578,유성구,온천2동,궁동3통경로당,"궁동로 60(궁동, 활골어린이공원)",157.36,102,27,0,822-9256,
579,유성구,온천2동,궁동할머니경로당,"농대로15번길 25(궁동, 봉암어린이공원)",76.25,76,0,43,825-1120,
580,유성구,온천2동,어은경로당,"대학로203번길 30(어은동, 어은어린이공원)",92.24,92,24,29,863-4905,
581,유성구,온천2동,자연(아)경로당,궁동로 49(궁동),81,81,15,26,823-0750,
582,유성구,온천2동,한빛(아)경로당,어은로 57(어은동),147,147,29,33,863-7299,
583,유성구,온천2동,드림월드(아)경로당,문화원로 13(장대동),128,128,15,28,369-0567,
584,유성구,온천2동,월드컵패밀리(아)경로당,유성대로 783번길 38(장대동),106.9,107,15,26,369-2569,
585,유성구,온천2동,다솔(아)경로당,궁동로 5(궁동),36.3,36,13,19,824-4500,
586,유성구,온천2동,장대푸르지오(아)경로당,장대로71번길 34(장대동),146.11,146,16,30,321-7799,
587,유성구,온천2동,유엔아이경로당,장대로 103(장대동),52.25,52,14,20,825-1372,
588,유성구,온천2동,죽동푸르지오(아)경로당,"죽동로 251(죽동, 죽동푸르지오아파트)",129.1,129,9,14,,
589,유성구,온천2동,죽16통경로당,죽동로 322(죽동),132.6,133,17,13,,
590,유성구,온천2동,죽동천년나무아파경로당,죽동로 72,181.6,182,11,12,,
591,유성구,노은1동,열매마을7단지(아)경로당,"은구비남로 55(지족동, 열매마을7단지)",94.2,94,26,41,472-5087,
592,유성구,노은1동,새미래(아)경로당,"은구비남로 34(노은동, 열매마을8단지)",140,140,12,19,477-0242,
593,유성구,노은1동,열매마을9단지(아)경로당,"은구비남로 56(노은동, 열매마을9단지 )",126,126,13,14,477-9003,
594,유성구,노은1동,열매마을(아)10단지경로당,"노은동로 111(노은동, 열매마을10단지)",138,138,4,18,824-7718,
595,유성구,노은1동,열매마을(아)11단지경로당,"왕가봉로 23(노은동, 열매마을11단지)",129,129,7,23,381-0970,
596,유성구,노은1동,죽1통경로당,은구비로136번안길 27(죽동) ,168.13,64,15,22,822-5226,
597,유성구,노은1동,갑동경로당,갑동로 53(갑동),167.76,85,15,20,825-2666,
598,유성구,노은1동,노은경로당,노은동로87번길 81(노은동),164.22,164,18,11,,
599,유성구,노은2동,열매마을1단지(아)경로당,"노은서로 222(지족동, 열매마을1단지아파트) ",152.7,88,6,21,369-5707,
600,유성구,노은2동,열매마을2단지(아)경로당,"노은동로 233(지족동, 열매마을2단지아파트)",95.55,96,10,17,369-1222,
601,유성구,노은2동,열매마을(아)3단지경로당,"노은동로 219(지족동, 열매마을3단지아파트)",128.2,128,9,19,369-7608,
602,유성구,노은2동,열매마을4단지(아)경로당,"노은서로 210번길 32(지족동, 열매마을4단지아파트)",137,137,15,21,477-0048,
603,유성구,노은2동,열매마을(아)5단지경로당,"은구비로 31(지족동, 열매마을5단지아파트)",128.7,129,8,26,477-5597,
604,유성구,노은2동,열매마을(아)6단지경로당,"노은동로 187(지족동, 열매마을6단지아파트)",131.03,131,15,18,361-2728,
605,유성구,노은2동,지족1통경로당,북유성대로155번길 37(지족동),98.32,84,13,13,824-9269,
606,유성구,노은2동,송림마을(아)1단지경로당,"송림로 13(하기동, 송림마을1단지아파트)",72,72,11,14,385-0035,
607,유성구,노은2동,송림마을2단지(아)경로당,"송림로 20(하기동, 송림마을2단지아파트)",76,76,11,21,384-6633,
608,유성구,노은2동,송림마을3단지(아)경로당,"노은로 353(하기동, 송림마을3단지아파트)",92.72,93,8,19,826-9397,
609,유성구,노은2동,송림마을4단지(아)경로당,"노은로 358(하기동, 송림마을4단지아파트)",82.08,82,17,45,826-1110,
610,유성구,노은2동,송림마을5단지(아)경로당,"노은로 416(하기동, 송림마을5단지아파트)",189.55,190,8,23,823-2046,
611,유성구,노은2동,송림마을6단지(아)경로당,"노은로426번길 15(하기동, 송림마을6단지아파트)",137.45,137,14,7,,
612,유성구,노은2동,안산1통경로당,안금로25번길 15(안산동),192.1,99,22,34,824-1152,
613,유성구,노은2동,안산2통경로당,북유성대로592번길 37(안산동) ,164.48,98,11,13,822-4959,
614,유성구,노은2동,외삼1통경로당,외삼로 196(외삼동),168.3,82,31,24,825-1230,
615,유성구,노은2동,외삼2통경로당,외삼로 70(외삼동)외삼178-2/ 마을안에 /경로당 외삼동 225-2(한화기부)/ 마을초입,210.8 176.06,111.52 유성79.04,23,28,825-5405,
616,유성구,노은3동,반석마을1단지(아)경로당,"지족로 317(지족동, 반석마을1단지아파트) ",72,72,13,20,822-4761,
617,유성구,노은3동,반석마을(아)2단지경로당,"지족로 343(지족동, 반석마을2단지아파트)",111,111,10,21,383-1235,
618,유성구,노은3동,반석마을3단지(아)경로당,"지족로 362(지족동, 반석마을3단지아파트)",111.62,112,11,17,382-7222,
619,유성구,노은3동,반석마을4단지(아)경로당,"반석로 46(반석동, 반석마을4단지아파트) ",69.12,69,16,32,824-1290,
620,유성구,노은3동,반석마을5단지(아)경로당,"반석동로 33(반석동, 반석마을5단지아파트) ",114.98,115,18,16,361-5401,
621,유성구,노은3동,반석마을(아)6단지경로당,"반석서로 98(반석동, 반석마을6단지아파트) ",120,120,12,15,824-2298,
622,유성구,노은3동,반석마을(아)7단지경로당,"반석서로 109(반석동, 반석마을7단지아파트) ",168.96,169,21,22,362-5577,
623,유성구,노은3동,반석마을8단지(아)경로당,"반석동로 82(반석동, 반석마을8단지아파트) ",55.92,56,11,28,823-8739,
624,유성구,노은3동,노은4단지(아)경로당,"지족동 1051(지족동, 노은4단지아파트)",90.52,91,17,29,826-2338,
625,유성구,노은3동,반석1통경로당,반석로142번길 6(반석동) ,198.8,99,9,16,822-9953,
626,유성구,노은3동,반석2통경로당,"반석로 62(반석동) (반석동 314-5, 313 2필지)",163.8,63,11,12,823-4619,
627,유성구,노은3동,노은한화 2단지(아)경로당,"지족북로 60(지족동, 노은한화 2단지 아파트)",190.215,190,16,25,822-7144 ,
628,유성구,노은3동,노은한화 1단지(아)경로당,"지족북로 33(지족동, 노은한화 1단지 아파트))",189.647,190,16,11,822-0251,
629,유성구,노은3동,노은해랑숲마을6단지(아)경로당,"지족동로 123(지족동, 노은해랑숲마을6단지아파트)",53.3537,53,12,12,825-9322,
630,유성구,노은3동,네이쳐뷰(아)경로당,"지족로 148번길 22(지족동,네이쳐뷰아파트)",115,115,18,13,824-2476,
631,유성구,노은3동,새미래숲아파트경로당,"지족로 190번길 16(지족동, 새미래숲아파트)",92.44,92,15,11,823-1692,
632,유성구,노은3동,노은리슈빌3아파트경로당,"지족동로 124(지족동, 노은리슈빌3아파트)",121.3,121,18,19,825-7381,
633,유성구,노은3동,노은3지구1단지경로당,지족로 190번길 15(지족동),166.58,167,20,32,824-2374,
634,유성구,신성동,신성동경로당 ,"신성로72번안길 42(신성동, 숯골어린이공원)",78,78,12,15,861-2139,
635,유성구,신성동,신성행복경로당,"신성로58번길 38-4(신성동, 금성근린공원)",143.82,144,6,19,861-5982,
636,유성구,신성동,장방경로당,가정로89번길 18-1(신성동),147.45,84,8,17,864-4355,
637,유성구,신성동,자운동경로당,자운로 27(자운동),165.6,83,10,14,861-3073,
638,유성구,신성동,화암2통경로당,대덕대로 925번길 27(화암동),165.6,83,14,25,862-2729,
639,유성구,신성동,하기동경로당,하기로56번길 46(하기동),166,83,9,13,863-4987,
640,유성구,신성동,도룡동경로당 ,문지로 23(도룡동),60.12,60,10,18,863-8043,
641,유성구,신성동,한울(아)경로당,가정로 43(신성동),199.8,200,15,24,862-5372,
642,유성구,신성동,럭키하나(아)경로당,가정로 63(신성동),136.5,137,9,19,863-4968,
643,유성구,신성동,대림두레(아)경로당,가정로 65(신성동),206.4,206,4,22,863-4874,
644,유성구,신성동,현대(아)경로당,대덕대로 541번길 68(도룡동),36,36,3,22,861-1133,
645,유성구,신성동,삼군대학경로당,추목동567?삼군대학(아),236.6,237,4,15,878-2937,
646,유성구,신성동,자운대경로당,자운로 221번길 62(추목동),163.6,164,0,27,878-5833,
647,유성구,신성동,스마트시티(아)경로당,"엑스포로123번길 65-38(도룡동, 스마트시티주상복합아파트)",132.48,137,7,24,862-0030,
648,유성구,전민동,전민동제1경로당,"전민로18번길 22(전민동, 전광어린이공원)",121.14,121,12,20,861-3463,
649,유성구,전민동,전민동제2경로당,"전민로34번길 43(전민동, 전민어린이공원)",256.48,157,8,25,861-9128,
650,유성구,전민동,청류동경로당,엑스포로540번길 23(전민동),60.12,60,12,11,863-9684,
651,유성구,전민동,원촌2통경로당,엑스포로251번길 10-22(원촌동),45,45,12,22,862-4575,
652,유성구,전민동,삼성푸른(아)경로당,"전민로 71(전민동, 삼성푸른아파트 )",106.56,107,8,23,861-7898,
653,유성구,전민동,나래(아)경로당,"엑스포로 501(전민동, 청구나래아파트)",116,116,5,29,863-4851,
654,유성구,전민동,엑스포1단지(아)경로당,"엑스포로 448(전민동, 엑스포아파트1단지)",171.8,172,9,16,862-9945,
655,유성구,전민동,엑스포(아)2단지경로당,"엑스포로 448(전민동, 엑스포아파트2단지)",171.8,172,0,32,862-7389,
656,유성구,전민동,엑스포(아)3단지경로당,"엑스포로 448(전민동, 엑스포아파트3단지)",171.8,172,8,25,862-9242,
657,유성구,전민동,엑스포(아)4단지경로당,"엑스포로 448(전민동, 엑스포아파트4단지)",171.8,172,7,25,862-9454,
658,유성구,전민동,세종(아)경로당,"유성대로 1741(전민동, 세종아파트) ",105.6,106,9,23,369-0018,
659,유성구,구즉동,백운행복경로당,구룡달전로 40-4(봉산동),154.74,79,16,12,936-2333,
660,유성구,구즉동,봉산3통경로당,봉산북로 11번길 36(봉산동),151.72,80,19,26,934-7798,
661,유성구,구즉동,"봉산4,5,6,7통경로당",봉산로 36번길 7(봉산동),160.48,120,15,31,936-7835,
662,유성구,구즉동,하늘바람휴먼시아(아)경로당,와룡로 136번길 15(봉산동),104.18,104,25,43,936-7221,
663,유성구,구즉동,봉산휴먼시아2단지(아)경로당,와룡로 136번길 75(봉산동),93.33,93,9,32,935-9060,
664,유성구,구즉동,송강경로당,"구즉로 48번길 1(송강동, 송강어린이공원)",139.36,139,18,33,935-1245,
665,유성구,구즉동,대동1통경로당,대금로 224(대동),131.64,56,10,31,935-8598,
666,유성구,구즉동,대동2통경로당,"대금로153번길 64(대동)(대동 421, 422 2필지) ",201,118,16,27,934-7360,
667,유성구,구즉동,금탄동경로당,"대금로 385(금탄동) (금탄동 165-5, 4, 2필지)",185.62,114,17,23,933-0263,
668,유성구,구즉동,구룡2통경로당,구룡달전로 266(구룡동),165.6,64,20,25,934-7620,
669,유성구,구즉동,송강마을(아)1단지경로당,"봉산로 45(송강동, 송강마을1단지)",203,203,18,49,933-4616,
670,유성구,구즉동,송강마을(아)2단지경로당,"봉산로 39(송강동, 송강마을2단지)",144,144,17,18,933-7363,
671,유성구,구즉동,한솔(아)경로당,"송강로 15(송강동, 송강한솔아파트) ",83,83,5,22,933-7146,
672,유성구,구즉동,청솔(아)경로당,"송강로42번길 61(송강동, 송강청솔아파트) ",205,205,10,40,933-3997,
673,유성구,구즉동,송강그린(아)경로당,"구즉로 25(송강동, 송강그린아파트)",123,123,17,21,934-4009,
674,유성구,구즉동,한마을(아)경로당,"구즉로 16(송강동, 한마을아파트) ",114,114,15,45,934-8403,
675,유성구,관평동 ,탑립1통경로당,탑립로 29번길 72-1(탑립동),49.58,50,14,28,935-8480,
676,유성구,관평동 ,관평1통경로당,관용로 44(관평동),137.91,100,23,24,935-2863,
677,유성구,관평동 ,뿌리경로당,관들5길 14(관평동),261.68,262,25,39,934-2227,
678,유성구,관평동 ,테크노밸리1단지(아)경로당,"배울2로 6(관평동, 한화꿈에그린) ",104.781,105,8,17,381-0287,
679,유성구,관평동 ,테크노(아)2단지경로당,"배울1로 13(관평동, 대우푸르지오) ",142,142,9,13,671-0250,
680,유성구,관평동 ,대덕테크노밸리3단지(아)경로당,"배울2로 24(관평동, 중앙하이츠빌) ","29,865",89,2,19,934-2228,
681,유성구,관평동 ,대덕테크노밸리5단지(아)경로당,"배울2로 42(관평동, 신동아파밀리에) ",126.77,127,12,14,671-5003,
682,유성구,관평동 ,테크노(아)6단지경로당,"배울2로 78(관평동, 운암네오미아) ",123,123,5,19,381-8755,
683,유성구,관평동 ,대덕테크노밸리7단지(아)경로당,"관평1로 12(관평동, 대덕테크노밸리7단지아파트) ",96.6,97,7,17,933-2031,
684,유성구,관평동 ,대덕테크노밸리8단지(아)경로당,"배울2로 3(관평동, 대덕테크노밸리8단지아파트) ",96.6,97,8,15,863-2939,
685,유성구,관평동 ,대덕테크노밸리9단지(아)경로당,"배울2로 19(관평동, 대덕테크노밸리9단지아파트) ",88,88,6,20,936-7016,
686,유성구,관평동 ,대덕테크노밸리10단지(아)경로당,"배울2로 61(관평동, 대덕테크노밸리10단지아파트)",132.9,133,3,12,936-1478,
687,유성구,관평동 ,대덕테크노밸리11단지(아)경로당,"배울2로 114(용산동, 대덕테크노밸리11단지아파트) ",128.52,129,7,14,320-7227,
688,유성구,관평동 ,대덕테크노밸리12단지(아)경로당,"배울1로 119(용산동, 대덕테크노밸리12단지아파트) ",150.1,150,11,22,671-1209,
689,대덕구,오정동,노촌, 오정로75번길 26,190,83,16,23,673-7362,
690,대덕구,오정동,새뜸, 한남로149번길 28,297,134,9,39,635-0992,
691,대덕구,오정동,신동아(아), 한밭대로 1033번길 15,308,66,14,38,627-6285,
692,대덕구,오정동,신촌, 대전로1044번길 33,159.6,149,18,25,625-5250,
693,대덕구,오정동,양지마을(아), 대전로1185번길 30  관리사무소내,231.81,92,7,27,672-0400,
694,대덕구,오정동,영진로얄(아), 대전로 1020번길 86,120,55,7,11,627-3433,
695,대덕구,오정동,오정석산, 오정로 76번길 63,185,94,0,32,633-0021,
696,대덕구,오정동,오정제1, 대전로1157번길 34,110.7,66,27,16,623-0127,
697,대덕구,오정동,중앙, 대전로 1087번길 22,165,142,25,25,632-3565,
698,대덕구,오정동,한남, 한남로17번길 54-8,142,134,12,19,673-2050,
699,대덕구,오정동,한남(아), 대전로1020번길 85 관리사무소내,160,60,0,17,623-4934,
700,대덕구,대화동,구만리, 대화로132번안길 81-1,751,58,20,24,624-0457,
701,대덕구,대화동,대화제1, 대오길 21,86,92,16,21,631-9440,
702,대덕구,대화동,대화제2, 대화1길 62,376,593,24,32,631-9082,
703,대덕구,대화동,대화중앙, 늘봄1길 40,353,234,15,27,637-9765,
704,대덕구,대화동,두레, 대화1길 77,53.4,53,0,25,624-2250,
705,대덕구,대화동,세원(아), 대화11길 11,86.4,40,0,52,627-0454,
706,대덕구,대화동,소라(아), 동심1길 103?,134,49,0,31,622-9221,
707,대덕구,대화동,오광, 생산5길 22,80,66,18,16,621-5417,
708,대덕구,대화동,장미(아), 동심5길 16,110,36,9,21,621-4259,
709,대덕구,회덕동,도장동, 장동로278번안길 26-22,165.3,31,15,23,632-3306,
710,대덕구,회덕동,백송(아), 대전로1397번길 79,70.08,42,9,19,622-8784,
711,대덕구,회덕동,삼동, 장동로 223-14,105.1,67,0,39,621-3676,
712,대덕구,회덕동,상산, 산디로231번길 10-4,534,125,13,15,622-1663,
713,대덕구,회덕동,신대, 신탄진로 237-13,170.44,140,28,35,627-2831,
714,대덕구,회덕동,신대(아), 신탄진로 217,321,99,12,48,627-5396,
715,대덕구,회덕동,연축, 신탄진로162번길 85,238,82,25,32,628-0371,
716,대덕구,회덕동,연축(아), 신탄진로 170?,200,99,7,30,623-8620,
717,대덕구,회덕동,연축15통, 신탄진로190번길 61,220,100,17,21,622-8693,
718,대덕구,회덕동,와동23통, 신탄진로218번길 93,122,69,13,24,634-6888,
719,대덕구,회덕동,와동주공(아), 신탄진로218번길 12,152,132,10,31,627-7354,
720,대덕구,회덕동,와동현대(아), 신탄진로218번길 62?,217,108,11,42,622-6868,
721,대덕구,회덕동,와동홍의, 신탄진로350번길 17,399,114,15,28,626-7566,
722,대덕구,회덕동,읍내, 아리랑로113번길 28-13,153,172,31,44,672-2106,
723,대덕구,회덕동,읍내현대(아), 계족로 759,179,132,37,50,632-7055,
724,대덕구,회덕동,장동, 산디로15번길 63,202,60,51,46,626-2365,
725,대덕구,회덕동,효자, 대전로 1379-14,96,96,12,40,623-4303,
726,대덕구,회덕동,후곡, 계족로741번길 8,327,132,26,24,632-6319,
727,대덕구,비래동,금성백조(아), 우암동로 2,268,84,0,23,633-2616,
728,대덕구,비래동,동부(아), 동서대로1748번길 45,160,30,8,16,638-0277,
729,대덕구,비래동,비래골, 비래골길 58-31,120,69,5,26,625-1055,
730,대덕구,비래동,비래삼호(아), 비래서로 42,560,263,1,19,624-9448,
731,대덕구,비래동,비래제1, 비래동로7번길 60,165,94,25,34,634-0316,
732,대덕구,비래동,비래제2, 비래서로61번길 35,163,79,20,85,673-5068,
733,대덕구,비래동,비래현대(아), 신상로 6,191,100,17,36,621-4943,
734,대덕구,비래동,비룡, 우암로412번길 45,341,72,7,17,622-0485,
735,대덕구,비래동,삼익둥지(아), 신상로 21,151,90,7,15,626-1768,
736,대덕구,비래동,한신휴플러스(아), 비래서로10번길 21,164,58,17,20,627-9339,
737,대덕구,송촌동,보령(아), 동춘당로23번길 22,48.24,48,5,21,624-7779,
738,대덕구,송촌동,선비2단지, 동춘당로114번길 47,183.4,183,11,41,635-4553,
739,대덕구,송촌동,선비3단지, 동춘당로114번길 60,201.54,202,20,38,672-7919,
740,대덕구,송촌동,선비4단지, 계족산로 135,148.8,149,18,32,637-2190,
741,대덕구,송촌동,선비5단지, 계족산로 136,178.5,179,14,20,634-7873,
742,대덕구,송촌동,송촌서오(아), 동춘당로23번길 13,120.72,121,4,21,626-3591,
743,대덕구,송촌동,송촌제1, 송촌남로47번길 26,174.6,94,22,25,634-0299,
744,대덕구,중리동,됫말, 한밭대로1117번길 22,202.1,45,29,34,621-9462,
745,대덕구,중리동,쌍청, 쌍청당로 25,102,102,14,33,673-3075,
746,대덕구,중리동,중리영진(아), 중리서로 30,165,92,10,30,627-0860,
747,대덕구,중리동,중리제1, 중리남로40번길 50,568,209,22,57,631-0905,
748,대덕구,중리동,중리한촌, 한밭대로 1114번길 34-8,130,94,19,36,673-1744,
749,대덕구 ,중리동,영진상록(아),"계족로521번길 79(중리동, 영진상록아파트)",50.28,50,11,16,632-0262,
750,대덕구,법1동,법1단지(아), 계족로663번길 29,160,117,1,21,673-3360,
751,대덕구,법1동,법2단지(아), 계족로663번길 29,324,100,11,44,626-3360,
752,대덕구,법1동,법동삼정(아), 계족로663번길 30?,273.2,98,14,24,631-4090,
753,대덕구,법1동,법동삼호(아), 계족로663번길 32?,79,63,14,22,624-7883,
754,대덕구,법1동,법동영진(아), 아리랑로 211?,350,141,13,20,631-3965,
755,대덕구,법1동,유원(아), 계족로663번길 23,176.78,89,13,12,621-6591,
756,대덕구,법1동,법3단지, 계족로663번길 34,205,148,9,65,621-2716,
757,대덕구,법2동,그린타운(아), 동춘당로 151,328,93,7,22,635-1524,
758,대덕구,법2동,법동보람(아), 동춘당로 178,325,148,20,30,623-9559,
759,대덕구,법2동,법동한마음(아), 계족로664번길 33,168,168,44,110,633-0818,
760,대덕구,법2동,삼익소월(아), 동춘당로 160,238,108,10,31,634-7225,
761,대덕구,법2동,선비1단지, 계족로690번길 21,124,124,9,31,635-2355,
762,대덕구,신탄진동,대우(아), 대청로64번길 41,359,155,11,25,933-5742,
763,대덕구,신탄진동,대청, 대청호수로 1869-12,279,184,11,10,932-0852,
764,대덕구,신탄진동,라이프(아), 대청로64번길 1,126.39,33,17,18,932-7074,
765,대덕구,신탄진동,미호, 대청로526번길 31,495,142,20,13,932-2969,
766,대덕구,신탄진동,삼정, 대청로424번길 493?,548,178,11,22,931-5728,
767,대덕구,신탄진동,숯골, 대청로 488,361,210,8,22,932-6004,
768,대덕구,신탄진동,신탄진15통, 신탄진로756번길 37-2,238,66,0,41,931-0070,
769,대덕구,신탄진동,신탄진1통, 대청로63번길 19-11,298,56,29,25,934-3089,
770,대덕구,신탄진동,신탄진제1, 신탄진동로35번길 21,235,209,14,30,931-2995,
771,대덕구,신탄진동,역전, 신탄진동로7번길 25,228.5,97,27,13,932-2750,
772,대덕구,신탄진동,영생, 남경마을로 16-2,99,54,16,37,932-3491,
773,대덕구,신탄진동,용호, 대청로250번길 13,281,102,8,18,935-8540,
774,대덕구,신탄진동,이현, 대청호수로1326번길 3,269,201,10,14,283-7009,
775,대덕구,신탄진동,한신(아), 대청로64번길 41,480,354,0,25,933-8558,
776,대덕구,신탄진동,흥진(아), 신탄진남로 26,28.52,29,7,28,932-7889,
777,대덕구,신탄진동,갈전, 대청호수로 1559-26?,202,102,10,16,931-3999,
778,대덕구,석봉동,대신, 석봉로 38,328.42,111,24,33,931-1041,
779,대덕구,석봉동,등마루, 대덕대로1593번길 28,542,209,26,35,932-4509,
780,대덕구,석봉동,망골, 석봉로44번안길 16,186,83,18,29,932-9654,
781,대덕구,석봉동,석봉(구 석봉2통), 석봉로37번길 51-13,168,59,22,29,932-6101,
782,대덕구,석봉동,석봉1통,"석봉북로 24번길 44, 1층(석봉동)",140,66,22,40,932-7383,
783,대덕구,석봉동,유락(아), 석봉로44번길 13,125,33,5,22,931-7653,
784,대덕구,석봉동,한밭(아), 석봉로58번안길 82,150,40,0,25,934-3605,
785,대덕구,석봉동,금강엑슬루타워(아),대덕대로1555번길,300,207,18,35,932-9959,
786,대덕구,덕암동,금성낙원, 덕암로249번길 52,321,91,22,43,933-2477,
787,대덕구,덕암동,대창(아), 벚꽃길 142?,66,67,8,12,933-7388,
788,대덕구,덕암동,덕암1통, 덕암북로48번길 26-5,320,90,11,38,933-9114,
789,대덕구,덕암동,덕암마을(아), 덕암로234번길 15,84.33,84,11,36,341-2233,
790,대덕구,덕암동,덕화, 덕암로246번길 21,140,140,17,37,933-0894,
791,대덕구,덕암동,산막, 신탄진로567번길 29,398,69,16,26,934-3405,
792,대덕구,덕암동,상평, 새말1길 27,348,113,26,32,933-7770,
793,대덕구,덕암동,영춘, 신탄진로681번길 6,82.56,83,10,33,931-8019,
794,대덕구,덕암동,청진, 청자마을길 31,190,146,23,23,934-3421,
795,대덕구,덕암동,춘광, 덕암로168번길 11,210,83,34,38,932-9612,
796,대덕구,덕암동,태양마을, 태양마을길 11,491,98,20,27,935-5115,
797,대덕구,덕암동,평촌2통, 평촌1길 86,66,66,14,28,934-3469,
798,대덕구,덕암동,행복한마을(아), 대덕대로1470번길 21,136.37,136,17,27,931-8010,
799,대덕구,목상동,남해, 대덕대로1504번길 27,233,156,15,26,932-1543,
800,대덕구,목상동,다사랑, 대덕대로1470번길 55,314,192,12,39,933-1609,
801,대덕구,목상동,들말, 대덕대로1454번길 39,182,127,29,50,932-3641,
802,대덕구,목상동,상록수(아), 대덕대로1470번길 21,274,210,16,24,935-1638,
803,대덕구,목상동,신일동, 산업단지로97번길 66,247,45,13,15,936-0221,
804,대덕구,목상동,한라(아), 대덕대로1448번길 80,545,98,9,17,931-9882,
