시도,시군구,자격별,성별,연령구분,신청자, 계 , 1등급 , 2등급 , 3등급 , 4등급 , 5등급 , 등급외 
부산광역시,강서구,일반,남자,85세이상,25,16,3,0,6,6,1,2
부산광역시,강서구,일반,여자,65세미만,13,8,2,0,5,1,0,3
부산광역시,강서구,일반,여자,65-69세,41,14,3,3,3,4,1,7
부산광역시,강서구,일반,여자,70-74세,78,24,0,6,5,13,0,22
부산광역시,강서구,일반,여자,75-79세,108,53,1,7,15,29,1,19
부산광역시,강서구,일반,여자,80-84세,131,68,3,8,25,30,2,26
부산광역시,강서구,일반,여자,85세이상,126,79,4,18,27,30,0,19
부산광역시,강서구,기초,남자,65세미만,13,4,0,0,2,2,0,4
부산광역시,강서구,기초,남자,65-69세,16,5,0,1,3,1,0,10
부산광역시,강서구,기초,남자,70-74세,23,3,0,1,2,0,0,13
부산광역시,강서구,기초,남자,75-79세,12,3,0,0,0,3,0,4
부산광역시,강서구,기초,남자,80-84세,8,4,1,2,1,0,0,4
부산광역시,강서구,기초,남자,85세이상,3,1,0,0,1,0,0,2
부산광역시,강서구,기초,여자,65세미만,6,5,0,0,4,1,0,0
부산광역시,강서구,기초,여자,65-69세,19,5,0,0,2,3,0,10
부산광역시,강서구,기초,여자,70-74세,24,5,0,0,0,5,0,11
부산광역시,강서구,기초,여자,75-79세,22,6,0,3,0,3,0,10
부산광역시,강서구,기초,여자,80-84세,29,16,0,2,7,7,0,8
부산광역시,강서구,기초,여자,85세이상,26,12,2,3,2,4,1,12
부산광역시,강서구,의료,남자,65세미만,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,남자,65-69세,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,남자,70-74세,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,남자,75-79세,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,남자,80-84세,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,남자,85세이상,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,여자,65세미만,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,여자,65-69세,0,0,0,0,0,0,0,0
부산광역시,강서구,의료,여자,70-74세,1,1,0,1,0,0,0,0
부산광역시,강서구,의료,여자,75-79세,2,0,0,0,0,0,0,2
부산광역시,강서구,의료,여자,80-84세,2,2,0,0,0,2,0,0
부산광역시,강서구,의료,여자,85세이상,1,0,0,0,0,0,0,0
부산광역시,강서구,감경,남자,65세미만,2,1,0,1,0,0,0,0
부산광역시,강서구,감경,남자,65-69세,1,1,0,0,0,1,0,0
부산광역시,강서구,감경,남자,70-74세,5,5,0,0,4,1,0,0
부산광역시,강서구,감경,남자,75-79세,3,2,0,1,1,0,0,1
부산광역시,강서구,감경,남자,80-84세,1,1,0,0,0,1,0,0
부산광역시,강서구,감경,남자,85세이상,2,2,0,0,0,2,0,0
부산광역시,강서구,감경,여자,65세미만,2,2,0,0,1,1,0,0
부산광역시,강서구,감경,여자,65-69세,3,3,0,1,1,1,0,0
부산광역시,강서구,감경,여자,70-74세,7,7,1,0,3,3,0,0
부산광역시,강서구,감경,여자,75-79세,11,10,0,1,8,1,0,0
부산광역시,강서구,감경,여자,80-84세,16,14,0,3,7,4,0,1
부산광역시,강서구,감경,여자,85세이상,21,19,0,3,7,9,0,1
부산광역시,연제구,일반,남자,65세미만,70,39,7,6,18,7,1,14
부산광역시,연제구,일반,남자,65-69세,95,51,5,8,22,12,4,15
부산광역시,연제구,일반,남자,70-74세,130,79,9,11,31,22,6,14
부산광역시,연제구,일반,남자,75-79세,159,89,5,22,32,23,7,28
부산광역시,연제구,일반,남자,80-84세,112,70,5,12,23,24,6,19
부산광역시,연제구,일반,남자,85세이상,99,53,4,8,15,20,6,19
부산광역시,연제구,일반,여자,65세미만,55,24,2,3,11,8,0,10
부산광역시,연제구,일반,여자,65-69세,152,62,16,8,18,17,3,39
부산광역시,연제구,일반,여자,70-74세,268,127,9,22,46,43,7,60
부산광역시,연제구,일반,여자,75-79세,397,211,21,31,68,77,14,78
부산광역시,연제구,일반,여자,80-84세,469,272,19,44,81,106,22,87
부산광역시,연제구,일반,여자,85세이상,449,302,27,59,114,90,12,42
부산광역시,연제구,기초,남자,65세미만,35,20,2,3,5,8,2,5
부산광역시,연제구,기초,남자,65-69세,23,6,1,0,3,2,0,9
부산광역시,연제구,기초,남자,70-74세,26,8,0,1,3,4,0,9
부산광역시,연제구,기초,남자,75-79세,27,9,1,1,1,6,0,6
부산광역시,연제구,기초,남자,80-84세,19,12,1,2,5,3,1,3
부산광역시,연제구,기초,남자,85세이상,7,3,0,0,2,1,0,1
부산광역시,연제구,기초,여자,65세미만,22,15,5,1,4,4,1,7
부산광역시,연제구,기초,여자,65-69세,38,16,1,1,10,4,0,18
부산광역시,연제구,기초,여자,70-74세,58,21,1,2,5,13,0,24
부산광역시,연제구,기초,여자,75-79세,69,34,2,6,10,16,0,19
부산광역시,연제구,기초,여자,80-84세,106,61,6,8,17,25,5,26
부산광역시,연제구,기초,여자,85세이상,71,45,6,9,12,17,1,13
부산광역시,연제구,의료,남자,65세미만,2,0,0,0,0,0,0,1
부산광역시,연제구,의료,남자,65-69세,1,1,0,1,0,0,0,0
부산광역시,연제구,의료,남자,70-74세,1,0,0,0,0,0,0,0
부산광역시,연제구,의료,남자,75-79세,1,0,0,0,0,0,0,1
부산광역시,연제구,의료,남자,80-84세,0,0,0,0,0,0,0,0
부산광역시,연제구,의료,남자,85세이상,2,2,0,0,0,2,0,0
부산광역시,연제구,의료,여자,65세미만,0,0,0,0,0,0,0,0
부산광역시,연제구,의료,여자,65-69세,0,0,0,0,0,0,0,0
부산광역시,연제구,의료,여자,70-74세,1,0,0,0,0,0,0,0
부산광역시,연제구,의료,여자,75-79세,5,3,0,1,1,0,1,1
부산광역시,연제구,의료,여자,80-84세,5,3,1,1,0,1,0,1
부산광역시,연제구,의료,여자,85세이상,5,3,0,1,2,0,0,0
부산광역시,연제구,감경,남자,65세미만,20,16,4,5,3,4,0,1
부산광역시,연제구,감경,남자,65-69세,8,8,1,2,2,3,0,0
부산광역시,연제구,감경,남자,70-74세,16,14,1,1,7,2,3,1
부산광역시,연제구,감경,남자,75-79세,10,9,0,2,2,4,1,0
부산광역시,연제구,감경,남자,80-84세,13,11,1,2,5,2,1,0
부산광역시,연제구,감경,남자,85세이상,21,19,0,3,11,5,0,1
부산광역시,연제구,감경,여자,65세미만,11,9,3,2,3,1,0,0
부산광역시,연제구,감경,여자,65-69세,13,10,0,3,3,3,1,1
부산광역시,연제구,감경,여자,70-74세,17,12,0,3,6,2,1,1
부산광역시,연제구,감경,여자,75-79세,43,36,4,9,12,10,1,3
부산광역시,연제구,감경,여자,80-84세,57,49,5,6,19,17,2,0
부산광역시,연제구,감경,여자,85세이상,66,54,4,13,21,15,1,1
부산광역시,수영구,일반,남자,65세미만,58,32,13,3,12,4,0,12
부산광역시,수영구,일반,남자,65-69세,79,43,10,6,12,11,4,10
부산광역시,수영구,일반,남자,70-74세,139,85,9,10,31,32,3,21
부산광역시,수영구,일반,남자,75-79세,157,97,10,15,41,26,5,24
부산광역시,수영구,일반,남자,80-84세,142,79,9,14,20,31,5,25
부산광역시,수영구,일반,남자,85세이상,108,77,10,12,20,28,7,13
부산광역시,수영구,일반,여자,65세미만,43,24,6,6,7,5,0,7
부산광역시,수영구,일반,여자,65-69세,135,46,7,7,11,15,6,32
부산광역시,수영구,일반,여자,70-74세,208,80,11,9,24,27,9,50
부산광역시,수영구,일반,여자,75-79세,429,190,20,31,49,66,24,112
부산광역시,수영구,일반,여자,80-84세,425,233,18,36,53,104,22,86
부산광역시,수영구,일반,여자,85세이상,461,328,31,62,91,121,23,55
부산광역시,수영구,기초,남자,65세미만,35,23,4,4,9,6,0,5
부산광역시,수영구,기초,남자,65-69세,21,6,1,1,2,1,1,12
부산광역시,수영구,기초,남자,70-74세,20,8,1,1,2,3,1,7
부산광역시,수영구,기초,남자,75-79세,16,6,0,3,2,1,0,8
부산광역시,수영구,기초,남자,80-84세,12,7,0,1,2,3,1,4
부산광역시,수영구,기초,남자,85세이상,6,4,1,0,0,2,1,2
부산광역시,수영구,기초,여자,65세미만,17,14,2,2,6,4,0,1
부산광역시,수영구,기초,여자,65-69세,37,14,1,2,4,7,0,11
부산광역시,수영구,기초,여자,70-74세,53,20,3,1,5,11,0,21
부산광역시,수영구,기초,여자,75-79세,76,31,1,5,9,15,1,24
부산광역시,수영구,기초,여자,80-84세,86,44,3,6,10,19,6,26
부산광역시,수영구,기초,여자,85세이상,103,71,8,13,23,26,1,20
부산광역시,수영구,의료,남자,65세미만,0,0,0,0,0,0,0,0
부산광역시,수영구,의료,남자,65-69세,2,2,0,0,0,2,0,0
부산광역시,수영구,의료,남자,70-74세,0,0,0,0,0,0,0,0
부산광역시,수영구,의료,남자,75-79세,1,1,0,0,0,0,1,0
부산광역시,수영구,의료,남자,80-84세,1,0,0,0,0,0,0,1
부산광역시,수영구,의료,남자,85세이상,2,1,0,0,1,0,0,0
부산광역시,수영구,의료,여자,65세미만,0,0,0,0,0,0,0,0
부산광역시,수영구,의료,여자,65-69세,0,0,0,0,0,0,0,0
부산광역시,수영구,의료,여자,70-74세,3,0,0,0,0,0,0,2
부산광역시,수영구,의료,여자,75-79세,6,1,0,0,1,0,0,2
부산광역시,수영구,의료,여자,80-84세,17,8,1,0,3,2,2,4
부산광역시,수영구,의료,여자,85세이상,5,4,1,0,2,1,0,1
부산광역시,수영구,감경,남자,65세미만,17,16,5,4,6,1,0,1
부산광역시,수영구,감경,남자,65-69세,9,8,1,1,4,2,0,0
부산광역시,수영구,감경,남자,70-74세,13,13,0,3,6,2,2,0
부산광역시,수영구,감경,남자,75-79세,10,8,0,1,3,4,0,0
부산광역시,수영구,감경,남자,80-84세,8,5,0,1,3,1,0,1
부산광역시,수영구,감경,남자,85세이상,10,10,0,0,4,6,0,0
부산광역시,수영구,감경,여자,65세미만,5,5,2,0,3,0,0,0
부산광역시,수영구,감경,여자,65-69세,8,4,3,0,0,1,0,3
부산광역시,수영구,감경,여자,70-74세,19,15,1,4,5,3,2,0
부산광역시,수영구,감경,여자,75-79세,34,28,2,6,8,11,1,0
부산광역시,수영구,감경,여자,80-84세,58,52,6,9,17,17,3,4
부산광역시,수영구,감경,여자,85세이상,68,56,5,14,22,14,1,3
부산광역시,사상구,일반,남자,65세미만,60,31,9,4,8,9,1,15
부산광역시,사상구,일반,남자,65-69세,129,72,16,17,19,18,2,22
부산광역시,사상구,일반,남자,70-74세,136,77,10,10,26,26,5,19
부산광역시,사상구,일반,남자,75-79세,105,72,7,12,33,16,4,13
부산광역시,사상구,일반,남자,80-84세,90,57,8,8,19,19,3,10
부산광역시,사상구,일반,남자,85세이상,61,41,3,5,15,15,3,5
부산광역시,사상구,일반,여자,65세미만,50,21,0,4,11,6,0,17
부산광역시,사상구,일반,여자,65-69세,129,38,3,0,16,18,1,44
부산광역시,사상구,일반,여자,70-74세,217,86,10,15,22,33,6,49
부산광역시,사상구,일반,여자,75-79세,350,166,14,17,48,77,10,69
부산광역시,사상구,일반,여자,80-84세,325,170,13,28,49,72,8,59
부산광역시,사상구,일반,여자,85세이상,306,195,11,49,55,72,8,35
부산광역시,사상구,기초,남자,65세미만,51,24,3,6,9,6,0,13
부산광역시,사상구,기초,남자,65-69세,50,23,2,2,6,13,0,17
부산광역시,사상구,기초,남자,70-74세,46,14,0,1,7,6,0,20
부산광역시,사상구,기초,남자,75-79세,40,21,2,2,5,12,0,11
부산광역시,사상구,기초,남자,80-84세,21,9,1,2,1,5,0,6
부산광역시,사상구,기초,남자,85세이상,8,5,0,2,1,2,0,1
부산광역시,사상구,기초,여자,65세미만,39,18,2,2,5,8,1,11
부산광역시,사상구,기초,여자,65-69세,81,22,0,4,8,9,1,33
부산광역시,사상구,기초,여자,70-74세,118,41,3,6,8,21,3,42
부산광역시,사상구,기초,여자,75-79세,144,56,2,7,16,29,2,57
부산광역시,사상구,기초,여자,80-84세,113,65,2,7,20,30,6,31
부산광역시,사상구,기초,여자,85세이상,103,60,5,13,13,29,0,23
부산광역시,사상구,의료,남자,65세미만,0,0,0,0,0,0,0,0
부산광역시,사상구,의료,남자,65-69세,5,5,1,1,0,3,0,0
부산광역시,사상구,의료,남자,70-74세,2,1,0,0,1,0,0,1
부산광역시,사상구,의료,남자,75-79세,2,2,0,2,0,0,0,0
부산광역시,사상구,의료,남자,80-84세,3,1,0,1,0,0,0,0
부산광역시,사상구,의료,남자,85세이상,4,2,0,1,1,0,0,0
부산광역시,사상구,의료,여자,65세미만,1,1,0,0,0,1,0,0
부산광역시,사상구,의료,여자,65-69세,1,1,0,1,0,0,0,0
부산광역시,사상구,의료,여자,70-74세,1,0,0,0,0,0,0,0
부산광역시,사상구,의료,여자,75-79세,16,3,0,0,0,2,1,4
부산광역시,사상구,의료,여자,80-84세,9,5,0,0,0,3,2,4
부산광역시,사상구,의료,여자,85세이상,7,5,1,0,2,2,0,1
부산광역시,사상구,감경,남자,65세미만,10,7,0,1,1,5,0,0
부산광역시,사상구,감경,남자,65-69세,9,6,0,2,0,3,1,2
부산광역시,사상구,감경,남자,70-74세,18,16,3,1,7,5,0,1
부산광역시,사상구,감경,남자,75-79세,9,7,1,0,2,3,1,1
부산광역시,사상구,감경,남자,80-84세,9,7,0,1,2,4,0,0
부산광역시,사상구,감경,남자,85세이상,8,5,0,0,4,1,0,0
부산광역시,사상구,감경,여자,65세미만,9,8,2,1,3,2,0,1
부산광역시,사상구,감경,여자,65-69세,10,7,0,2,2,3,0,3
부산광역시,사상구,감경,여자,70-74세,27,18,1,3,9,5,0,7
부산광역시,사상구,감경,여자,75-79세,39,32,6,4,10,11,1,4
부산광역시,사상구,감경,여자,80-84세,59,49,8,12,15,14,0,3
부산광역시,사상구,감경,여자,85세이상,55,47,6,10,14,16,1,0
부산광역시,기장군,일반,남자,65세미만,42,26,3,8,10,4,1,7
부산광역시,기장군,일반,남자,65-69세,88,41,7,6,11,16,1,12
부산광역시,기장군,일반,남자,70-74세,83,49,4,6,23,15,1,7
부산광역시,기장군,일반,남자,75-79세,133,82,9,10,36,21,6,18
부산광역시,기장군,일반,남자,80-84세,97,69,10,7,25,26,1,8
부산광역시,기장군,일반,남자,85세이상,76,53,10,5,16,20,2,10
부산광역시,기장군,일반,여자,65세미만,40,26,6,3,12,3,2,7
부산광역시,기장군,일반,여자,65-69세,92,35,4,3,15,10,3,21
부산광역시,기장군,일반,여자,70-74세,197,94,13,14,29,31,7,33
부산광역시,기장군,일반,여자,75-79세,312,185,27,27,61,58,12,43
부산광역시,기장군,일반,여자,80-84세,347,228,19,40,88,76,5,44
부산광역시,기장군,일반,여자,85세이상,376,265,17,63,110,66,9,32
부산광역시,기장군,기초,남자,65세미만,38,23,1,2,13,6,1,7
부산광역시,기장군,기초,남자,65-69세,24,10,0,1,3,5,1,9
부산광역시,기장군,기초,남자,70-74세,25,11,1,2,6,2,0,9
부산광역시,기장군,기초,남자,75-79세,31,19,2,3,7,7,0,10
부산광역시,기장군,기초,남자,80-84세,18,13,2,2,4,4,1,1
부산광역시,기장군,기초,남자,85세이상,6,5,0,1,2,2,0,1
부산광역시,기장군,기초,여자,65세미만,25,12,1,1,5,3,2,8
부산광역시,기장군,기초,여자,65-69세,47,19,2,4,4,8,1,11
부산광역시,기장군,기초,여자,70-74세,73,32,4,5,15,7,1,18
부산광역시,기장군,기초,여자,75-79세,102,56,7,8,19,21,1,23
부산광역시,기장군,기초,여자,80-84세,93,60,7,9,19,22,3,17
부산광역시,기장군,기초,여자,85세이상,104,81,7,11,37,23,3,9
부산광역시,기장군,의료,남자,65세미만,0,0,0,0,0,0,0,0
부산광역시,기장군,의료,남자,65-69세,4,1,0,0,1,0,0,1
부산광역시,기장군,의료,남자,70-74세,1,1,0,0,1,0,0,0
부산광역시,기장군,의료,남자,75-79세,0,0,0,0,0,0,0,0
부산광역시,기장군,의료,남자,80-84세,3,0,0,0,0,0,0,1
부산광역시,기장군,의료,남자,85세이상,3,3,0,1,0,2,0,0
부산광역시,기장군,의료,여자,65세미만,0,0,0,0,0,0,0,0
부산광역시,기장군,의료,여자,65-69세,1,0,0,0,0,0,0,0
부산광역시,기장군,의료,여자,70-74세,1,1,0,1,0,0,0,0
부산광역시,기장군,의료,여자,75-79세,6,2,0,0,0,2,0,2
부산광역시,기장군,의료,여자,80-84세,9,5,0,1,2,2,0,1
부산광역시,기장군,의료,여자,85세이상,6,6,1,0,4,1,0,0
부산광역시,기장군,감경,남자,65세미만,8,8,4,2,1,1,0,0
부산광역시,기장군,감경,남자,65-69세,12,10,1,0,4,5,0,1
부산광역시,기장군,감경,남자,70-74세,13,11,3,3,4,1,0,2
부산광역시,기장군,감경,남자,75-79세,13,10,0,3,3,4,0,1
부산광역시,기장군,감경,남자,80-84세,10,10,2,1,6,1,0,0
부산광역시,기장군,감경,남자,85세이상,9,9,0,5,3,1,0,0
부산광역시,기장군,감경,여자,65세미만,4,2,0,1,1,0,0,1
부산광역시,기장군,감경,여자,65-69세,7,6,1,3,2,0,0,0
부산광역시,기장군,감경,여자,70-74세,26,18,2,1,8,7,0,4
부산광역시,기장군,감경,여자,75-79세,30,26,3,6,10,6,1,0
부산광역시,기장군,감경,여자,80-84세,70,64,10,18,24,10,2,2
부산광역시,기장군,감경,여자,85세이상,91,84,17,18,35,13,1,0
대구광역시,중구,일반,남자,65세미만,37,15,3,3,8,1,0,10
대구광역시,중구,일반,남자,65-69세,35,15,2,1,7,5,0,8
대구광역시,중구,일반,남자,70-74세,58,35,6,9,11,6,3,8
대구광역시,중구,일반,남자,75-79세,83,51,7,13,20,8,3,13
대구광역시,중구,일반,남자,80-84세,80,48,3,11,17,12,5,16
대구광역시,중구,일반,남자,85세이상,58,39,3,7,17,10,2,7
대구광역시,중구,일반,여자,65세미만,25,10,0,3,6,1,0,6
대구광역시,중구,일반,여자,65-69세,49,18,2,3,10,3,0,14
대구광역시,중구,일반,여자,70-74세,121,56,3,7,22,20,4,35
대구광역시,중구,일반,여자,75-79세,189,80,3,6,39,24,8,50
대구광역시,중구,일반,여자,80-84세,220,129,8,16,52,40,13,47
대구광역시,중구,일반,여자,85세이상,254,163,13,34,62,44,10,38
대구광역시,중구,기초,남자,65세미만,26,14,1,3,6,3,1,9
대구광역시,중구,기초,남자,65-69세,17,5,1,1,3,0,0,12
대구광역시,중구,기초,남자,70-74세,24,7,1,2,2,2,0,10
대구광역시,중구,기초,남자,75-79세,13,9,2,0,2,3,2,3
대구광역시,중구,기초,남자,80-84세,11,5,0,0,3,1,1,3
대구광역시,중구,기초,남자,85세이상,4,1,0,0,1,0,0,2
대구광역시,중구,기초,여자,65세미만,11,4,2,1,0,1,0,3
대구광역시,중구,기초,여자,65-69세,26,5,1,0,1,3,0,11
대구광역시,중구,기초,여자,70-74세,40,10,1,0,3,6,0,15
대구광역시,중구,기초,여자,75-79세,65,20,2,3,5,8,2,29
대구광역시,중구,기초,여자,80-84세,65,30,2,4,10,12,2,19
대구광역시,중구,기초,여자,85세이상,70,36,2,5,14,13,2,19
대구광역시,중구,의료,남자,65세미만,0,0,0,0,0,0,0,0
대구광역시,중구,의료,남자,65-69세,1,0,0,0,0,0,0,1
대구광역시,중구,의료,남자,70-74세,0,0,0,0,0,0,0,0
대구광역시,중구,의료,남자,75-79세,1,0,0,0,0,0,0,0
대구광역시,중구,의료,남자,80-84세,1,1,0,0,0,1,0,0
대구광역시,중구,의료,남자,85세이상,1,1,0,0,0,1,0,0
대구광역시,중구,의료,여자,65세미만,0,0,0,0,0,0,0,0
대구광역시,중구,의료,여자,65-69세,0,0,0,0,0,0,0,0
대구광역시,중구,의료,여자,70-74세,0,0,0,0,0,0,0,0
대구광역시,중구,의료,여자,75-79세,6,2,0,0,1,1,0,2
대구광역시,중구,의료,여자,80-84세,9,6,0,0,5,1,0,3
대구광역시,중구,의료,여자,85세이상,9,7,0,0,3,4,0,1
대구광역시,중구,감경,남자,65세미만,4,2,1,0,1,0,0,2
대구광역시,중구,감경,남자,65-69세,6,6,1,0,4,1,0,0
대구광역시,중구,감경,남자,70-74세,10,9,2,1,2,4,0,1
대구광역시,중구,감경,남자,75-79세,5,4,0,0,2,2,0,0
대구광역시,중구,감경,남자,80-84세,4,4,0,0,4,0,0,0
대구광역시,중구,감경,남자,85세이상,1,0,0,0,0,0,0,0
대구광역시,중구,감경,여자,65세미만,2,1,0,0,1,0,0,0
대구광역시,중구,감경,여자,65-69세,4,2,0,0,2,0,0,2
대구광역시,중구,감경,여자,70-74세,8,5,1,2,2,0,0,2
대구광역시,중구,감경,여자,75-79세,13,9,0,1,5,2,1,1
대구광역시,중구,감경,여자,80-84세,27,23,2,4,10,7,0,1
대구광역시,중구,감경,여자,85세이상,43,39,3,11,17,8,0,0
대구광역시,동구,일반,남자,65세미만,102,57,8,6,24,16,3,18
대구광역시,동구,일반,남자,65-69세,131,68,7,9,32,16,4,26
대구광역시,동구,일반,남자,70-74세,213,122,11,25,42,38,6,41
대구광역시,동구,일반,남자,75-79세,237,140,11,17,51,53,8,42
대구광역시,동구,일반,남자,80-84세,232,166,8,17,71,57,13,32
대구광역시,동구,일반,남자,85세이상,177,122,2,11,60,39,10,22
대구광역시,동구,일반,여자,65세미만,88,49,10,3,20,12,4,21
대구광역시,동구,일반,여자,65-69세,193,80,8,8,36,24,4,48
대구광역시,동구,일반,여자,70-74세,416,183,13,29,67,62,12,100
대구광역시,동구,일반,여자,75-79세,675,388,31,51,129,136,41,130
대구광역시,동구,일반,여자,80-84세,743,505,32,70,194,164,45,112
대구광역시,동구,일반,여자,85세이상,733,565,33,106,216,186,24,61
대구광역시,동구,기초,남자,65세미만,81,40,4,7,13,14,2,24
대구광역시,동구,기초,남자,65-69세,83,33,4,3,11,13,2,33
대구광역시,동구,기초,남자,70-74세,70,35,3,8,11,11,2,22
대구광역시,동구,기초,남자,75-79세,75,38,3,5,8,18,4,16
대구광역시,동구,기초,남자,80-84세,44,26,3,2,12,7,2,13
대구광역시,동구,기초,남자,85세이상,17,9,1,0,5,3,0,2
대구광역시,동구,기초,여자,65세미만,48,31,9,6,8,7,1,10
대구광역시,동구,기초,여자,65-69세,88,27,1,3,9,13,1,46
대구광역시,동구,기초,여자,70-74세,169,74,5,6,29,28,6,55
대구광역시,동구,기초,여자,75-79세,231,107,4,15,36,45,7,71
대구광역시,동구,기초,여자,80-84세,218,133,16,14,50,46,7,45
대구광역시,동구,기초,여자,85세이상,229,171,17,30,67,51,6,30
대구광역시,동구,의료,남자,65세미만,1,0,0,0,0,0,0,1
대구광역시,동구,의료,남자,65-69세,3,3,0,0,1,2,0,0
대구광역시,동구,의료,남자,70-74세,6,4,0,1,1,2,0,0
대구광역시,동구,의료,남자,75-79세,2,0,0,0,0,0,0,2
대구광역시,동구,의료,남자,80-84세,4,4,0,1,2,1,0,0
대구광역시,동구,의료,남자,85세이상,7,5,0,0,4,0,1,0
대구광역시,동구,의료,여자,65세미만,1,1,1,0,0,0,0,0
대구광역시,동구,의료,여자,65-69세,2,2,0,0,1,1,0,0
대구광역시,동구,의료,여자,70-74세,5,2,0,1,1,0,0,2
대구광역시,동구,의료,여자,75-79세,12,5,1,0,2,2,0,4
대구광역시,동구,의료,여자,80-84세,32,16,1,1,6,7,1,6
대구광역시,동구,의료,여자,85세이상,12,8,0,3,2,2,1,2
대구광역시,동구,감경,남자,65세미만,18,12,1,5,1,5,0,2
대구광역시,동구,감경,남자,65-69세,22,19,3,1,10,5,0,3
대구광역시,동구,감경,남자,70-74세,18,14,1,1,10,1,1,2
대구광역시,동구,감경,남자,75-79세,37,31,0,5,14,10,2,2
대구광역시,동구,감경,남자,80-84세,19,18,3,2,2,9,2,0
대구광역시,동구,감경,남자,85세이상,11,11,2,1,4,4,0,0
대구광역시,동구,감경,여자,65세미만,12,9,0,3,2,4,0,2
대구광역시,동구,감경,여자,65-69세,24,19,1,4,7,7,0,4
대구광역시,동구,감경,여자,70-74세,40,31,3,2,10,16,0,6
대구광역시,동구,감경,여자,75-79세,105,87,3,16,37,26,5,10
대구광역시,동구,감경,여자,80-84세,149,131,15,16,56,41,3,6
대구광역시,동구,감경,여자,85세이상,190,178,11,32,76,56,3,4
대구광역시,서구,일반,남자,65세미만,87,38,6,5,13,13,1,25
대구광역시,서구,일반,남자,65-69세,89,47,6,10,19,12,0,17
대구광역시,서구,일반,남자,70-74세,134,74,5,13,34,19,3,26
대구광역시,서구,일반,남자,75-79세,142,100,13,17,39,25,6,16
대구광역시,서구,일반,남자,80-84세,151,105,8,17,38,33,9,18
대구광역시,서구,일반,남자,85세이상,105,74,2,12,34,21,5,12
대구광역시,서구,일반,여자,65세미만,60,27,8,1,9,8,1,22
대구광역시,서구,일반,여자,65-69세,107,46,4,8,17,14,3,22
대구광역시,서구,일반,여자,70-74세,267,113,17,21,35,32,8,66
대구광역시,서구,일반,여자,75-79세,430,222,20,31,86,66,19,89
대구광역시,서구,일반,여자,80-84세,477,309,21,55,110,93,30,76
대구광역시,서구,일반,여자,85세이상,481,373,30,67,145,110,21,46
대구광역시,서구,기초,남자,65세미만,68,45,10,9,12,14,0,10
대구광역시,서구,기초,남자,65-69세,27,14,3,2,3,6,0,8
대구광역시,서구,기초,남자,70-74세,31,19,2,3,6,6,2,8
대구광역시,서구,기초,남자,75-79세,42,27,2,7,14,4,0,10
대구광역시,서구,기초,남자,80-84세,18,13,1,2,8,1,1,1
대구광역시,서구,기초,남자,85세이상,14,10,1,4,0,5,0,1
대구광역시,서구,기초,여자,65세미만,21,13,2,2,6,2,1,6
대구광역시,서구,기초,여자,65-69세,48,19,0,3,6,9,1,16
대구광역시,서구,기초,여자,70-74세,95,34,5,4,6,18,1,32
대구광역시,서구,기초,여자,75-79세,136,68,5,19,18,19,7,43
대구광역시,서구,기초,여자,80-84세,130,85,9,9,35,28,4,23
대구광역시,서구,기초,여자,85세이상,126,94,14,16,32,29,3,19
대구광역시,서구,의료,남자,65세미만,2,2,1,0,0,1,0,0
대구광역시,서구,의료,남자,65-69세,2,1,1,0,0,0,0,1
대구광역시,서구,의료,남자,70-74세,2,1,0,0,1,0,0,0
대구광역시,서구,의료,남자,75-79세,0,0,0,0,0,0,0,0
대구광역시,서구,의료,남자,80-84세,2,1,0,0,0,0,1,1
대구광역시,서구,의료,남자,85세이상,4,4,0,0,2,2,0,0
대구광역시,서구,의료,여자,65세미만,0,0,0,0,0,0,0,0
대구광역시,서구,의료,여자,65-69세,0,0,0,0,0,0,0,0
대구광역시,서구,의료,여자,70-74세,2,0,0,0,0,0,0,2
대구광역시,서구,의료,여자,75-79세,11,5,1,1,2,1,0,3
대구광역시,서구,의료,여자,80-84세,15,10,0,1,5,4,0,2
대구광역시,서구,의료,여자,85세이상,15,13,1,1,6,3,2,0
대구광역시,서구,감경,남자,65세미만,18,15,2,1,7,5,0,0
대구광역시,서구,감경,남자,65-69세,18,16,3,3,7,2,1,1
대구광역시,서구,감경,남자,70-74세,16,14,4,1,4,4,1,2
대구광역시,서구,감경,남자,75-79세,19,12,1,1,7,3,0,1
대구광역시,서구,감경,남자,80-84세,18,17,3,4,8,2,0,1
대구광역시,서구,감경,남자,85세이상,17,14,0,6,6,1,1,1
대구광역시,서구,감경,여자,65세미만,12,9,5,2,1,1,0,2
대구광역시,서구,감경,여자,65-69세,18,16,3,3,5,4,1,2
대구광역시,서구,감경,여자,70-74세,36,26,2,2,12,10,0,5
대구광역시,서구,감경,여자,75-79세,86,76,11,10,27,26,2,6
대구광역시,서구,감경,여자,80-84세,98,83,7,9,39,24,4,9
대구광역시,서구,감경,여자,85세이상,135,122,8,31,51,30,2,3
대구광역시,남구,일반,남자,65세미만,66,32,3,7,17,5,0,7
